"Date","Price","Open","High","Low","Change %"
"Jun 14, 2019","69.833","69.566","69.865","69.530","0.44%"
"Jun 13, 2019","69.530","69.379","69.580","69.314","0.22%"
"Jun 12, 2019","69.375","69.414","69.455","69.257","-0.01%"
"Jun 11, 2019","69.385","69.534","69.534","69.342","-0.22%"
"Jun 10, 2019","69.535","69.375","69.685","69.375","0.26%"
"Jun 07, 2019","69.355","69.146","69.551","69.114","0.27%"
"Jun 06, 2019","69.165","69.405","69.460","69.165","-0.32%"
"Jun 05, 2019","69.385","69.334","69.423","69.178","0.14%"
"Jun 04, 2019","69.291","69.068","69.343","69.033","0.17%"
"Jun 03, 2019","69.171","69.618","69.622","69.128","-0.59%"
"May 31, 2019","69.580","69.839","69.927","69.580","-0.35%"
"May 30, 2019","69.825","69.835","69.935","69.703","-0.03%"
"May 29, 2019","69.845","69.587","70.003","69.579","0.34%"
"May 28, 2019","69.610","69.516","69.755","69.516","0.15%"
"May 27, 2019","69.504","69.412","69.633","69.362","0.18%"
"May 24, 2019","69.380","69.699","69.811","69.377","-0.41%"
"May 23, 2019","69.665","69.666","70.065","69.375","0.02%"
"May 22, 2019","69.650","69.668","69.811","69.614","0.01%"
"May 21, 2019","69.645","69.817","69.825","69.620","0.05%"
"May 20, 2019","69.609","69.405","69.778","69.373","-0.95%"
"May 17, 2019","70.280","70.220","70.288","70.067","0.21%"
"May 16, 2019","70.130","70.219","70.342","69.966","-0.17%"
"May 15, 2019","70.249","70.322","70.442","70.174","-0.12%"
"May 14, 2019","70.332","70.596","70.616","70.252","-0.34%"
"May 13, 2019","70.570","70.015","70.651","69.984","0.79%"
"May 10, 2019","70.015","70.091","70.114","69.756","-0.26%"
"May 09, 2019","70.200","69.719","70.276","69.719","0.69%"
"May 08, 2019","69.720","69.596","69.751","69.448","0.11%"
"May 07, 2019","69.645","69.421","69.646","69.285","0.38%"
"May 06, 2019","69.380","69.310","69.485","69.310","0.41%"
"May 03, 2019","69.095","69.436","69.441","69.095","-0.45%"
"May 02, 2019","69.410","69.620","69.634","69.320","-0.19%"
"May 01, 2019","69.545","69.601","69.603","69.466","-0.15%"
"Apr 30, 2019","69.647","69.831","69.913","69.536","-0.24%"
"Apr 29, 2019","69.817","69.879","69.895","69.797","-0.05%"
"Apr 26, 2019","69.850","70.173","70.247","69.810","-0.46%"
"Apr 25, 2019","70.170","70.010","70.335","69.920","0.30%"
"Apr 24, 2019","69.960","69.779","70.000","69.762","0.27%"
"Apr 23, 2019","69.770","69.630","69.840","69.540","0.10%"
"Apr 22, 2019","69.700","69.366","69.906","69.366","0.42%"
"Apr 19, 2019","69.407","69.416","69.429","69.355","0.02%"
"Apr 18, 2019","69.395","69.417","69.619","69.330","-0.05%"
"Apr 17, 2019","69.431","69.547","69.570","69.362","-0.14%"
"Apr 16, 2019","69.530","69.422","69.690","69.422","0.19%"
"Apr 15, 2019","69.395","69.174","69.483","69.045","0.30%"
"Apr 12, 2019","69.190","69.030","69.390","69.030","0.25%"
"Apr 11, 2019","69.020","69.164","69.222","68.837","-0.19%"
"Apr 10, 2019","69.150","69.258","69.366","69.090","-0.19%"
"Apr 09, 2019","69.280","69.538","69.740","69.248","-0.40%"
"Apr 08, 2019","69.555","69.335","69.720","69.335","0.56%"
"Apr 05, 2019","69.170","68.992","69.338","68.986","0.28%"
"Apr 04, 2019","68.980","68.540","69.220","68.520","0.77%"
"Apr 03, 2019","68.450","68.730","68.835","68.390","-0.68%"
"Apr 02, 2019","68.920","69.280","69.390","68.720","-0.41%"
"Apr 01, 2019","69.205","69.356","69.424","69.185","0.03%"
"Mar 29, 2019","69.185","69.178","69.320","69.042","-0.01%"
"Mar 28, 2019","69.190","69.124","69.380","68.950","0.13%"
"Mar 27, 2019","69.100","69.039","69.187","68.780","0.15%"
"Mar 26, 2019","68.996","68.931","69.017","68.779","0.15%"
"Mar 25, 2019","68.890","69.159","69.176","68.795","-0.40%"
"Mar 22, 2019","69.170","68.650","69.170","68.540","0.52%"
"Mar 21, 2019","68.810","68.565","68.810","68.510","0.03%"
"Mar 20, 2019","68.790","69.027","69.176","68.731","-0.33%"
"Mar 19, 2019","69.015","68.619","69.067","68.350","0.57%"
"Mar 18, 2019","68.625","68.959","68.959","68.431","-0.49%"
"Mar 15, 2019","68.963","69.357","69.372","68.935","-0.58%"
"Mar 14, 2019","69.365","69.525","69.755","69.255","-0.24%"
"Mar 13, 2019","69.529","69.607","69.794","69.419","-0.14%"
"Mar 12, 2019","69.625","69.821","69.821","69.491","-0.32%"
"Mar 11, 2019","69.850","70.028","70.041","69.808","-0.23%"
"Mar 08, 2019","70.012","70.111","70.245","69.827","-0.15%"
"Mar 07, 2019","70.116","70.151","70.152","69.950","0.05%"
"Mar 06, 2019","70.080","70.479","70.692","70.022","-0.58%"
"Mar 05, 2019","70.490","70.963","70.975","70.448","-0.59%"
"Mar 04, 2019","70.910","70.815","70.923","70.800","-0.13%"
"Mar 01, 2019","71.000","70.811","71.000","70.715","0.23%"
"Feb 28, 2019","70.840","71.231","71.271","70.713","-0.51%"
"Feb 27, 2019","71.200","71.010","71.491","70.929","0.34%"
"Feb 26, 2019","70.960","70.829","71.346","70.809","0.18%"
"Feb 25, 2019","70.834","71.034","71.102","70.827","-0.28%"
"Feb 22, 2019","71.035","71.195","71.265","71.035","-0.18%"
"Feb 21, 2019","71.165","71.061","71.280","70.925","0.22%"
"Feb 20, 2019","71.010","71.320","71.344","70.933","-0.41%"
"Feb 19, 2019","71.300","71.351","71.602","71.251","-0.12%"
"Feb 18, 2019","71.387","71.335","71.537","71.326","0.08%"
"Feb 15, 2019","71.330","71.028","71.464","71.028","0.44%"
"Feb 14, 2019","71.020","70.869","71.233","70.800","0.20%"
"Feb 13, 2019","70.875","70.541","70.880","70.397","0.48%"
"Feb 12, 2019","70.535","71.254","71.254","70.515","-0.85%"
"Feb 11, 2019","71.140","71.240","71.301","71.038","-0.05%"
"Feb 08, 2019","71.175","71.395","71.434","71.015","-0.18%"
"Feb 07, 2019","71.300","71.639","71.769","71.271","-0.35%"
"Feb 06, 2019","71.550","71.520","71.683","71.492","0.03%"
"Feb 05, 2019","71.530","71.714","71.812","71.528","-0.25%"
"Feb 04, 2019","71.710","71.469","71.845","71.462","0.38%"
"Feb 01, 2019","71.435","71.115","71.485","70.952","0.67%"
"Jan 31, 2019","70.960","70.959","71.215","70.865","-0.39%"
"Jan 30, 2019","71.235","71.423","71.423","71.123","-0.22%"
"Jan 29, 2019","71.390","71.085","71.461","71.026","0.45%"
"Jan 28, 2019","71.070","70.920","71.196","70.915","0.24%"
"Jan 25, 2019","70.900","71.040","71.250","70.890","-0.14%"
"Jan 24, 2019","71.000","71.147","71.315","70.955","-0.27%"
"Jan 23, 2019","71.190","71.240","71.370","71.115","-0.10%"
"Jan 22, 2019","71.260","71.197","71.466","71.165","0.10%"
"Jan 21, 2019","71.188","71.205","71.538","71.140","-0.03%"
"Jan 18, 2019","71.210","71.040","71.274","70.987","0.23%"
"Jan 17, 2019","71.050","71.146","71.416","70.972","0.10%"
"Jan 16, 2019","70.980","71.110","71.265","70.934","-0.17%"
"Jan 15, 2019","71.100","70.750","71.156","70.723","0.48%"
"Jan 14, 2019","70.760","70.400","70.950","70.360","0.51%"
"Jan 11, 2019","70.399","70.430","70.601","70.357","-0.03%"
"Jan 10, 2019","70.420","70.530","70.655","70.318","-0.20%"
"Jan 09, 2019","70.560","70.110","70.648","70.050","0.60%"
"Jan 08, 2019","70.140","69.806","70.240","69.765","0.48%"
"Jan 07, 2019","69.803","69.532","69.953","69.255","0.36%"
"Jan 04, 2019","69.550","70.115","70.145","69.550","-0.80%"
"Jan 03, 2019","70.110","70.300","70.531","70.034","0.16%"
"Jan 02, 2019","70.000","69.469","70.255","69.469","0.79%"
"Jan 01, 2019","69.453","69.635","69.745","69.435","-0.17%"
"Dec 31, 2018","69.570","69.783","69.946","69.570","-0.52%"
"Dec 28, 2018","69.933","70.151","70.151","69.885","-0.61%"
"Dec 27, 2018","70.361","70.088","70.404","70.088","0.42%"
"Dec 26, 2018","70.070","70.065","70.170","69.755","0.03%"
"Dec 25, 2018","70.050","70.050","70.050","70.050","-0.08%"
"Dec 24, 2018","70.105","70.151","70.296","69.873","-0.05%"
"Dec 21, 2018","70.140","70.003","70.320","69.750","0.23%"
"Dec 20, 2018","69.980","70.697","70.716","69.655","-0.43%"
"Dec 19, 2018","70.279","70.357","70.482","69.862","-0.48%"
"Dec 18, 2018","70.620","71.340","71.361","70.421","-1.38%"
"Dec 17, 2018","71.610","71.900","71.900","71.496","-0.43%"
"Dec 14, 2018","71.920","71.550","72.043","71.550","0.55%"
"Dec 13, 2018","71.530","71.858","71.858","71.456","-0.43%"
"Dec 12, 2018","71.840","72.283","72.283","71.769","-0.62%"
"Dec 11, 2018","72.291","72.506","72.506","71.691","-0.32%"
"Dec 10, 2018","72.520","71.360","72.637","71.240","2.34%"
"Dec 07, 2018","70.860","70.570","70.860","70.453","0.01%"
"Dec 06, 2018","70.850","70.810","71.150","70.745","0.41%"
"Dec 05, 2018","70.560","70.710","70.750","70.390","0.04%"
"Dec 04, 2018","70.530","70.500","70.690","70.330","0.13%"
"Dec 03, 2018","70.440","69.880","70.470","69.880","1.13%"
"Nov 30, 2018","69.650","69.695","69.915","69.570","-0.19%"
"Nov 29, 2018","69.780","70.110","70.145","69.780","-1.22%"
"Nov 28, 2018","70.640","70.900","70.900","70.580","-0.20%"
"Nov 27, 2018","70.785","70.815","71.030","70.710","-0.05%"
"Nov 26, 2018","70.820","70.495","70.905","70.310","0.23%"
"Nov 23, 2018","70.655","70.675","70.675","70.655","-0.05%"
"Nov 22, 2018","70.690","71.135","71.195","70.675","-0.86%"
"Nov 21, 2018","71.305","71.415","71.415","71.305","-0.17%"
"Nov 20, 2018","71.430","71.370","71.523","71.287","-0.25%"
"Nov 19, 2018","71.610","71.925","72.082","71.550","-0.51%"
"Nov 16, 2018","71.980","71.995","71.995","71.715","0.09%"
"Nov 15, 2018","71.915","72.035","72.185","71.870","-0.55%"
"Nov 14, 2018","72.310","72.175","72.405","72.005","-0.42%"
"Nov 13, 2018","72.615","72.795","72.810","72.515","-0.34%"
"Nov 12, 2018","72.860","72.735","73.067","72.735","0.52%"
"Nov 09, 2018","72.480","72.680","72.828","72.415","0.14%"
"Nov 08, 2018","72.380","72.460","72.460","72.380","-0.10%"
"Nov 07, 2018","72.450","72.950","72.950","72.450","-0.69%"
"Nov 06, 2018","72.955","72.945","73.075","72.905","-0.17%"
"Nov 05, 2018","73.080","72.807","73.135","72.757","0.88%"
"Nov 02, 2018","72.440","73.125","73.215","72.430","-1.38%"
"Nov 01, 2018","73.455","73.855","73.873","73.455","-0.68%"
"Oct 31, 2018","73.960","73.920","74.140","73.800","0.38%"
"Oct 30, 2018","73.680","73.560","73.705","73.520","0.38%"
"Oct 29, 2018","73.400","73.355","73.525","73.322","-0.08%"
"Oct 26, 2018","73.460","73.430","73.472","73.270","0.31%"
"Oct 25, 2018","73.230","73.350","73.380","73.165","0.00%"
"Oct 24, 2018","73.230","73.160","73.343","73.100","-0.44%"
"Oct 23, 2018","73.550","73.710","73.833","73.510","-0.01%"
"Oct 22, 2018","73.560","73.305","73.565","73.192","0.25%"
"Oct 19, 2018","73.375","73.605","73.655","73.295","-0.21%"
"Oct 18, 2018","73.530","73.590","73.615","73.485","-0.10%"
"Oct 17, 2018","73.600","73.420","73.670","73.373","0.18%"
"Oct 16, 2018","73.465","73.810","73.960","73.465","-0.41%"
"Oct 15, 2018","73.770","73.803","74.070","73.770","0.22%"
"Oct 12, 2018","73.610","73.830","73.860","73.530","-0.59%"
"Oct 11, 2018","74.050","74.380","74.490","74.005","-0.27%"
"Oct 10, 2018","74.250","74.160","74.293","74.060","-0.12%"
"Oct 09, 2018","74.340","73.910","74.405","73.880","0.37%"
"Oct 08, 2018","74.065","73.870","74.100","73.765","0.40%"
"Oct 05, 2018","73.770","73.620","74.250","73.425","0.19%"
"Oct 04, 2018","73.630","73.710","73.825","73.500","0.39%"
"Oct 03, 2018","73.345","73.265","73.430","72.920","0.58%"
"Oct 02, 2018","72.925","72.925","72.925","72.925","0.00%"
"Oct 01, 2018","72.925","72.605","72.945","72.605","0.57%"
"Sep 28, 2018","72.510","72.570","72.670","72.405","-0.08%"
"Sep 27, 2018","72.570","72.430","72.770","72.390","-0.04%"
"Sep 26, 2018","72.600","72.710","72.755","72.537","-0.12%"
"Sep 25, 2018","72.685","72.905","72.960","72.575","0.02%"
"Sep 24, 2018","72.670","72.480","72.740","72.340","0.60%"
"Sep 21, 2018","72.240","71.860","72.480","71.760","0.31%"
"Sep 20, 2018","72.015","72.345","72.345","72.015","-0.48%"
"Sep 19, 2018","72.360","72.720","72.875","72.345","-0.48%"
"Sep 18, 2018","72.710","72.560","72.990","72.360","0.23%"
"Sep 17, 2018","72.540","72.530","72.695","72.315","0.92%"
"Sep 14, 2018","71.880","71.700","71.995","71.535","-0.22%"
"Sep 13, 2018","72.037","72.037","72.037","72.037","-0.17%"
"Sep 12, 2018","72.160","72.843","72.920","71.925","-0.66%"
"Sep 11, 2018","72.640","72.310","72.750","72.250","0.26%"
"Sep 10, 2018","72.455","72.135","72.680","72.075","0.93%"
"Sep 07, 2018","71.790","71.960","72.045","71.665","-0.22%"
"Sep 06, 2018","71.950","71.630","72.105","71.630","0.27%"
"Sep 05, 2018","71.755","71.405","71.955","71.375","0.24%"
"Sep 04, 2018","71.585","71.285","71.585","71.095","0.52%"
"Sep 03, 2018","71.215","70.790","71.220","70.725","0.30%"
"Aug 31, 2018","71.005","70.955","71.025","70.855","0.37%"
"Aug 30, 2018","70.745","70.635","70.875","70.595","0.30%"
"Aug 29, 2018","70.535","70.325","70.635","70.240","0.62%"
"Aug 28, 2018","70.100","70.050","70.297","70.050","-0.09%"
"Aug 27, 2018","70.165","69.765","70.165","69.705","0.28%"
"Aug 24, 2018","69.970","70.220","70.240","69.898","-0.19%"
"Aug 23, 2018","70.105","70.015","70.170","69.968","0.34%"
"Aug 22, 2018","69.870","69.880","69.895","69.800","0.01%"
"Aug 21, 2018","69.860","69.665","69.920","69.535","0.06%"
"Aug 20, 2018","69.820","69.820","69.880","69.600","-0.40%"
"Aug 17, 2018","70.100","70.130","70.160","70.080","0.01%"
"Aug 16, 2018","70.090","70.230","70.420","70.090","0.24%"
"Aug 15, 2018","69.920","69.920","69.920","69.920","-0.06%"
"Aug 14, 2018","69.960","69.860","70.090","69.700","-0.09%"
"Aug 13, 2018","70.020","69.485","70.020","69.405","1.64%"
"Aug 10, 2018","68.890","68.845","69.025","68.767","0.19%"
"Aug 09, 2018","68.760","68.480","68.760","68.460","0.15%"
"Aug 08, 2018","68.660","68.678","68.715","68.580","0.04%"
"Aug 07, 2018","68.630","68.820","68.940","68.630","-0.29%"
"Aug 06, 2018","68.830","68.580","68.900","68.545","0.42%"
"Aug 03, 2018","68.545","68.695","68.845","68.545","-0.12%"
"Aug 02, 2018","68.625","68.375","68.735","68.265","0.40%"
"Aug 01, 2018","68.350","68.560","68.632","68.350","-0.16%"
"Jul 31, 2018","68.460","68.710","68.710","68.450","-0.21%"
"Jul 30, 2018","68.605","68.705","68.792","68.605","0.00%"
"Jul 27, 2018","68.605","68.655","68.755","68.535","-0.08%"
"Jul 26, 2018","68.660","68.705","68.760","68.618","-0.10%"
"Jul 25, 2018","68.730","68.965","68.980","68.670","-0.31%"
"Jul 24, 2018","68.947","68.970","69.088","68.845","0.15%"
"Jul 23, 2018","68.845","68.705","68.865","68.645","0.15%"
"Jul 20, 2018","68.740","69.025","69.132","68.740","-0.41%"
"Jul 19, 2018","69.020","68.720","69.110","68.700","0.58%"
"Jul 18, 2018","68.625","68.425","68.645","68.385","0.28%"
"Jul 17, 2018","68.430","68.360","68.475","68.280","-0.18%"
"Jul 16, 2018","68.550","68.560","68.720","68.510","0.07%"
"Jul 13, 2018","68.500","68.520","68.562","68.335","-0.03%"
"Jul 12, 2018","68.520","68.765","68.765","68.490","-0.31%"
"Jul 11, 2018","68.730","68.825","68.895","68.710","-0.04%"
"Jul 10, 2018","68.755","68.665","68.865","68.655","0.14%"
"Jul 09, 2018","68.660","68.570","68.790","68.570","-0.21%"
"Jul 06, 2018","68.805","68.885","69.030","68.805","-0.11%"
"Jul 05, 2018","68.880","68.810","69.010","68.695","0.28%"
"Jul 04, 2018","68.690","68.525","68.777","68.445","0.20%"
"Jul 03, 2018","68.550","68.935","68.965","68.525","-0.25%"
"Jul 02, 2018","68.720","68.495","68.825","68.340","0.38%"
"Jun 29, 2018","68.460","68.700","68.700","68.360","-0.55%"
"Jun 28, 2018","68.840","68.900","69.100","68.725","0.29%"
"Jun 27, 2018","68.640","68.430","68.710","68.425","0.39%"
"Jun 26, 2018","68.370","68.140","68.370","68.080","0.37%"
"Jun 25, 2018","68.115","67.905","68.173","67.905","0.36%"
"Jun 22, 2018","67.870","67.840","67.890","67.715","-0.11%"
"Jun 21, 2018","67.945","68.205","68.243","67.945","-0.17%"
"Jun 20, 2018","68.060","68.100","68.185","68.030","-0.37%"
"Jun 19, 2018","68.310","67.980","68.385","67.977","0.40%"
"Jun 18, 2018","68.040","68.160","68.170","67.950","-0.03%"
"Jun 15, 2018","68.060","67.915","68.065","67.887","0.55%"
"Jun 14, 2018","67.690","67.575","67.735","67.570","0.07%"
"Jun 13, 2018","67.645","67.600","67.705","67.550","0.24%"
"Jun 12, 2018","67.480","67.455","67.510","67.360","0.01%"
"Jun 11, 2018","67.470","67.445","67.480","67.275","-0.09%"
"Jun 08, 2018","67.530","67.470","67.795","67.440","0.16%"
"Jun 07, 2018","67.420","66.940","67.460","66.940","0.87%"
"Jun 06, 2018","66.840","67.090","67.165","66.840","-0.39%"
"Jun 05, 2018","67.100","67.080","67.230","67.080","0.04%"
"Jun 04, 2018","67.070","66.915","67.170","66.850","0.11%"
"Jun 01, 2018","66.995","67.455","67.455","66.995","-0.65%"
"May 31, 2018","67.430","67.430","67.600","67.320","-0.01%"
"May 30, 2018","67.440","67.855","67.900","67.395","-0.59%"
"May 29, 2018","67.840","67.630","67.995","67.630","0.65%"
"May 28, 2018","67.400","67.505","67.532","67.298","-0.49%"
"May 25, 2018","67.730","68.330","68.330","67.718","-0.89%"
"May 24, 2018","68.340","68.350","68.435","68.295","-0.04%"
"May 23, 2018","68.370","68.160","68.485","68.160","0.51%"
"May 22, 2018","68.020","67.990","68.095","67.938","-0.14%"
"May 21, 2018","68.115","68.105","68.165","68.023","0.18%"
"May 18, 2018","67.990","67.775","68.100","67.768","0.33%"
"May 17, 2018","67.765","67.725","67.810","67.585","-0.01%"
"May 16, 2018","67.775","68.105","68.135","67.755","-0.45%"
"May 15, 2018","68.080","67.690","68.148","67.460","0.77%"
"May 14, 2018","67.560","67.257","67.630","67.220","0.30%"
"May 11, 2018","67.360","67.145","67.380","67.115","0.17%"
"May 10, 2018","67.245","67.335","67.438","67.225","-0.16%"
"May 09, 2018","67.350","67.135","67.477","67.135","0.33%"
"May 08, 2018","67.130","67.175","67.290","66.988","-0.01%"
"May 07, 2018","67.140","66.830","67.185","66.790","0.48%"
"May 04, 2018","66.820","66.660","66.920","66.630","0.22%"
"May 03, 2018","66.670","66.605","66.720","66.530","-0.03%"
"May 02, 2018","66.690","66.760","66.782","66.640","-0.16%"
"May 01, 2018","66.800","66.460","66.810","66.450","0.51%"
"Apr 30, 2018","66.460","66.600","66.600","66.350","-0.24%"
"Apr 27, 2018","66.620","66.840","66.852","66.620","-0.28%"
"Apr 26, 2018","66.805","66.885","66.912","66.697","-0.17%"
"Apr 25, 2018","66.920","66.490","66.980","66.490","0.77%"
"Apr 24, 2018","66.410","66.420","66.460","66.295","-0.18%"
"Apr 23, 2018","66.530","66.210","66.530","66.150","0.48%"
"Apr 20, 2018","66.210","66.030","66.210","65.960","0.52%"
"Apr 19, 2018","65.870","65.850","65.870","65.735","0.23%"
"Apr 18, 2018","65.720","65.670","65.790","65.600","0.06%"
"Apr 17, 2018","65.680","65.450","65.702","65.420","0.32%"
"Apr 16, 2018","65.470","65.330","65.515","65.320","0.33%"
"Apr 13, 2018","65.255","65.305","65.305","65.185","-0.05%"
"Apr 12, 2018","65.290","65.320","65.450","65.248","0.05%"
"Apr 11, 2018","65.260","65.000","65.315","64.985","0.48%"
"Apr 10, 2018","64.950","64.890","65.035","64.890","-0.01%"
"Apr 09, 2018","64.955","64.865","65.057","64.850","0.04%"
"Apr 06, 2018","64.930","64.935","65.045","64.920","0.06%"
"Apr 05, 2018","64.890","65.040","65.140","64.890","-0.24%"
"Apr 04, 2018","65.045","65.005","65.180","64.905","0.07%"
"Apr 03, 2018","65.000","65.090","65.135","64.985","-0.20%"
"Apr 02, 2018","65.130","65.120","65.130","65.090","0.02%"
"Mar 30, 2018","65.115","65.115","65.115","65.115","0.00%"
"Mar 29, 2018","65.115","65.170","65.170","65.115","-0.07%"
"Mar 28, 2018","65.160","64.890","65.300","64.890","0.33%"
"Mar 27, 2018","64.945","64.785","64.993","64.727","0.19%"
"Mar 26, 2018","64.825","64.895","64.955","64.803","-0.25%"
"Mar 23, 2018","64.990","65.200","65.210","64.982","-0.18%"
"Mar 22, 2018","65.105","65.125","65.155","65.025","-0.12%"
"Mar 21, 2018","65.180","65.220","65.240","65.180","-0.05%"
"Mar 20, 2018","65.210","65.210","65.250","65.160","-0.02%"
"Mar 19, 2018","65.220","65.045","65.220","65.000","0.35%"
"Mar 16, 2018","64.990","64.990","64.990","64.850","0.00%"
"Mar 15, 2018","64.990","64.925","64.993","64.810","0.23%"
"Mar 14, 2018","64.840","64.890","65.062","64.820","-0.02%"
"Mar 13, 2018","64.855","64.985","65.010","64.845","-0.20%"
"Mar 12, 2018","64.985","64.965","65.070","64.957","-0.21%"
"Mar 09, 2018","65.125","65.125","65.195","65.045","0.03%"
"Mar 08, 2018","65.105","64.905","65.165","64.885","0.35%"
"Mar 07, 2018","64.880","64.905","65.010","64.860","-0.04%"
"Mar 06, 2018","64.905","64.945","65.120","64.905","-0.18%"
"Mar 05, 2018","65.025","65.055","65.160","64.930","-0.30%"
"Mar 02, 2018","65.220","65.210","65.270","65.200","-0.02%"
"Mar 01, 2018","65.230","65.210","65.252","65.110","0.03%"
"Feb 28, 2018","65.210","65.150","65.320","65.050","0.45%"
"Feb 27, 2018","64.920","64.820","64.970","64.770","0.23%"
"Feb 26, 2018","64.770","64.660","64.840","64.630","0.09%"
"Feb 23, 2018","64.710","64.960","64.960","64.695","-0.41%"
"Feb 22, 2018","64.975","65.065","65.105","64.955","0.26%"
"Feb 21, 2018","64.805","64.905","64.945","64.713","-0.08%"
"Feb 20, 2018","64.860","64.510","64.863","64.420","0.95%"
"Feb 19, 2018","64.250","64.250","64.250","64.250","0.05%"
"Feb 16, 2018","64.215","63.875","64.230","63.815","0.49%"
"Feb 15, 2018","63.900","63.960","63.980","63.875","-0.31%"
"Feb 14, 2018","64.100","64.155","64.192","64.045","-0.26%"
"Feb 13, 2018","64.265","64.275","64.275","64.265","-0.02%"
"Feb 12, 2018","64.280","64.290","64.350","64.240","-0.15%"
"Feb 09, 2018","64.375","64.425","64.438","64.285","0.12%"
"Feb 08, 2018","64.300","64.390","64.390","64.150","0.03%"
"Feb 07, 2018","64.280","64.220","64.312","64.045","0.08%"
"Feb 06, 2018","64.230","64.360","64.405","64.100","0.14%"
"Feb 05, 2018","64.140","64.240","64.240","64.010","0.02%"
"Feb 02, 2018","64.130","64.125","64.200","63.740","0.23%"
"Feb 01, 2018","63.980","63.650","64.065","63.560","0.68%"
"Jan 31, 2018","63.550","63.680","63.752","63.550","-0.22%"
"Jan 30, 2018","63.690","63.700","63.815","63.595","0.14%"
"Jan 29, 2018","63.600","63.610","63.625","63.490","0.02%"
"Jan 26, 2018","63.590","63.525","63.620","63.515","0.12%"
"Jan 25, 2018","63.515","63.515","63.640","63.455","-0.23%"
"Jan 24, 2018","63.660","63.740","63.740","63.630","-0.16%"
"Jan 23, 2018","63.760","63.910","63.910","63.750","-0.20%"
"Jan 22, 2018","63.890","63.890","64.010","63.725","0.09%"
"Jan 19, 2018","63.830","63.680","63.870","63.635","-0.06%"
"Jan 18, 2018","63.870","63.860","63.950","63.755","-0.02%"
"Jan 17, 2018","63.885","64.080","64.080","63.772","-0.21%"
"Jan 16, 2018","64.020","63.610","64.130","63.600","0.80%"
"Jan 15, 2018","63.515","63.460","63.515","63.335","-0.15%"
"Jan 12, 2018","63.610","63.600","63.730","63.490","-0.13%"
"Jan 11, 2018","63.690","63.660","63.828","63.648","0.09%"
"Jan 10, 2018","63.630","63.690","63.855","63.560","-0.06%"
"Jan 09, 2018","63.670","63.485","63.730","63.425","0.31%"
"Jan 08, 2018","63.475","63.335","63.530","63.245","0.21%"
"Jan 05, 2018","63.340","63.360","63.425","63.323","-0.09%"
"Jan 04, 2018","63.400","63.595","63.615","63.365","-0.17%"
"Jan 03, 2018","63.505","63.555","63.575","63.450","0.07%"
"Jan 02, 2018","63.460","63.700","63.770","63.440","-0.35%"
"Jan 01, 2018","63.680","63.855","63.865","63.635","-0.25%"
"Dec 29, 2017","63.840","64.055","64.070","63.790","-0.37%"
"Dec 28, 2017","64.080","64.130","64.280","64.078","-0.06%"
"Dec 27, 2017","64.120","64.075","64.185","64.075","0.11%"
"Dec 26, 2017","64.050","64.040","64.125","64.028","0.05%"
"Dec 25, 2017","64.020","64.020","64.020","64.020","0.00%"
"Dec 22, 2017","64.020","64.060","64.090","64.020","0.00%"
"Dec 21, 2017","64.020","64.020","64.140","64.010","-0.15%"
"Dec 20, 2017","64.115","64.010","64.130","64.005","0.09%"
"Dec 19, 2017","64.060","64.230","64.230","63.945","-0.23%"
"Dec 18, 2017","64.210","64.160","64.730","64.090","0.20%"
"Dec 15, 2017","64.080","64.140","64.175","64.015","-0.40%"
"Dec 14, 2017","64.340","64.360","64.375","64.255","-0.19%"
"Dec 13, 2017","64.460","64.540","64.560","64.425","0.08%"
"Dec 12, 2017","64.410","64.420","64.530","64.400","0.09%"
"Dec 11, 2017","64.355","64.455","64.455","64.315","-0.19%"
"Dec 08, 2017","64.480","64.565","64.590","64.435","-0.14%"
"Dec 07, 2017","64.570","64.510","64.610","64.490","0.06%"
"Dec 06, 2017","64.530","64.445","64.555","64.398","0.26%"
"Dec 05, 2017","64.360","64.300","64.468","64.230","-0.03%"
"Dec 04, 2017","64.380","64.560","64.560","64.290","-0.22%"
"Dec 01, 2017","64.520","64.505","64.520","64.490","0.05%"
"Nov 30, 2017","64.490","64.550","64.635","64.410","0.20%"
"Nov 29, 2017","64.360","64.420","64.520","64.280","-0.08%"
"Nov 28, 2017","64.410","64.540","64.613","64.370","-0.10%"
"Nov 27, 2017","64.477","64.715","64.828","64.477","-0.31%"
"Nov 24, 2017","64.680","64.590","64.752","64.555","0.17%"
"Nov 23, 2017","64.570","64.815","64.897","64.570","-0.48%"
"Nov 22, 2017","64.880","64.780","64.965","64.720","0.00%"
"Nov 21, 2017","64.880","65.090","65.125","64.880","-0.34%"
"Nov 20, 2017","65.100","64.975","65.125","64.975","0.13%"
"Nov 17, 2017","65.015","64.647","65.072","64.625","-0.43%"
"Nov 16, 2017","65.295","65.285","65.390","65.125","0.04%"
"Nov 15, 2017","65.270","65.440","65.440","65.155","-0.21%"
"Nov 14, 2017","65.410","65.320","65.550","65.292","-0.05%"
"Nov 13, 2017","65.440","65.370","65.535","65.267","0.38%"
"Nov 10, 2017","65.190","65.090","65.208","65.005","0.33%"
"Nov 09, 2017","64.975","64.945","65.002","64.852","0.08%"
"Nov 08, 2017","64.920","65.135","65.165","64.920","-0.22%"
"Nov 07, 2017","65.060","64.660","65.070","64.615","0.67%"
"Nov 06, 2017","64.625","64.665","64.742","64.625","0.10%"
